current_progress,target_progress,delta_progress,past_study_pace,difficulty,daily_hours,minutes_needed
99.85779481180576,100.0,0.14220518819423944,68.10069717723476,3,1.4214813831995576,9.68427245824758
98.58511596346412,100.0,1.4148840365358808,165.81076804995078,1,1.121286631796814,234.603008799629
93.73079641347849,100.0,6.269203586521513,165.81076804995078,3,1.141559236733556,1039.5014617426382
94.04717148617311,100.0,5.952828513826887,1875.1948518657055,2,1.4125354942276223,11162.713383167556
99.64006917130328,100.0,0.35993082869671866,165.81076804995078,3,1.1702151995866874,59.68040715105818
96.66549804751448,100.0,3.3345019524855246,165.81076804995078,2,1.2331677536953198,552.8963298056854
98.85206098460318,100.0,1.1479390153968154,165.81076804995078,2,1.2239129599217125,190.34064981745024
93.94831148528212,100.0,6.051688514717881,165.81076804995078,3,1.410512773662197,1003.4351206244378
97.5860728638734,100.0,2.4139271361266026,224.7453105559472,2,1.4285714285714286,542.5188038682015
98.09334895006172,100.0,1.9066510499382758,224.7453105559472,3,1.1077516030411445,428.5108823402006
97.09390033303686,100.0,2.9060996669631436,224.7453105559472,2,1.1487131290818888,653.1322721581665
97.13316359945873,100.0,2.866836400541274,14748.73406752018,1,1.3787701787579711,42282.207686670015
97.60522960833254,100.0,2.394770391667464,224.7453105559472,3,1.4285714285714286,538.2134153854915
90.38707761875256,100.0,9.612922381247444,224.7453105559472,2,1.2379647012642334,2160.4592259236724
91.8270274748918,100.0,8.172972525108193,416.681176390893,1,1.4285714285714286,3405.5238063725287
99.86840956999409,100.0,0.13159043000591453,52.26742128850367,3,1.0007197754917645,6.877892442654489
90.74818703188996,100.0,9.251812968110045,224.7453105559472,2,1.1999690175487436,2079.3015787234317
99.66486446985247,100.0,0.3351355301475252,224.7453105559472,2,1.3729100379190662,75.32013880133755
86.98338858116124,100.0,13.016611418838764,324.78865760480335,3,1.0846480322319205,4227.647749287997
99.65993457585256,100.0,0.3400654241474399,324.78865760480335,2,1.3289068986188062,110.44939260665508
95.34566113176804,100.0,4.65433886823196,324.78865760480335,2,1.4245101358506225,1511.676473050918
95.46010564505907,100.0,4.539894354940927,5182.981661220824,2,1.412294794320879,23530.189185538766
93.055981424714,100.0,6.944018575285995,324.78865760480335,2,1.3994864899566184,2255.338471449957
98.27988140536485,100.0,1.720118594635153,324.78865760480335,1,1.1805125468203364,558.6750092726122
93.32119929805128,100.0,6.678800701948717,165.25529063478118,2,1.4285714285714286,1103.7071510923158
92.60239881061815,100.0,7.397601189381845,165.25529063478118,2,1.1927653472683104,1222.4927345514998
98.10257539745136,100.0,1.8974246025486394,97.25241755523862,3,1.2735844525005953,184.52912972664296
93.65185755955392,100.0,6.3481424404460824,165.25529063478118,2,1.3681531610257913,1049.0641239869065
97.6696882919502,100.0,2.3303117080498055,165.25529063478118,2,1.0184582969963063,385.09633858340396
97.64843675119126,100.0,2.351563248808745,165.25529063478118,3,1.4285714285714286,388.6082681279594
99.45197176930245,100.0,0.5480282306975539,165.25529063478118,1,1.222194634536337,90.56456453998918
93.8853703833384,100.0,6.1146296166616025,165.25529063478118,1,1.2631417287744302,1010.4748944254537
99.94291129750457,100.0,0.05708870249543452,99.05009450234826,2,1.4285714285714286,5.654641377189233
84.31194569586579,100.0,15.688054304134212,106.77693830644836,3,1.1275565064857112,1675.1224065807503
89.6431694651833,100.0,10.356830534816694,106.77693830644836,2,1.1816692642931592,1105.8706550664626
93.93145993149604,100.0,6.068540068503964,120.87381536366624,1,1.2341476905972741,733.5275917673586
90.03673662245713,100.0,9.963263377542873,106.77693830644836,3,1.4285714285714286,1063.8467589947916
90.1731575107626,100.0,9.826842489237393,106.77693830644836,2,1.0414045153347677,1049.2801542204866
92.26881972328913,100.0,7.731180276710873,106.77693830644836,1,0.947182655787936,825.5117594423872
97.0234099029573,100.0,2.9765900970427026,120.81756699211276,3,1.3677095656002396,359.6243734575161
94.53666744977237,100.0,5.4633325502276335,106.77693830644836,2,1.196147563173176,583.3579226632672
95.13589847233952,100.0,4.86410152766048,106.77693830644836,2,1.4026406763769343,519.3738687353043
87.69583353660934,100.0,12.304166463390658,555.7618234400255,2,1.2338802056514773,6838.185989603602
96.99094468696369,100.0,3.0090553130363134,45.613150297550085,2,1.0094745284132056,137.25249224716697
95.6275414786506,100.0,4.372458521349401,555.7618234400255,3,1.3560644662868786,2430.045520741021
96.63627776050248,100.0,3.3637222394975197,555.7618234400255,2,1.3348026556478882,1869.4284053689078
93.70529555368344,100.0,6.294704446316558,555.7618234400255,2,1.3691143394508987,3498.3564211009266
95.06080712559776,100.0,4.939192874402238,555.7618234400255,2,1.4285714285714286,2745.0148381997687
95.1585489389456,100.0,4.8414510610544,5201.987351633978,2,1.2105992303838633,25185.167183159887
99.33022866882034,100.0,0.6697713311796605,114.75618023690703,2,1.139823883267041,76.86039959836627
99.5632381746786,100.0,0.4367618253213976,2480.568541653418,2,1.3761810717576537,1083.4176440873841
98.52683662869974,100.0,1.4731633713002594,555.7618234400255,3,1.3559149381456421,818.7279614588875
93.26009314208058,100.0,6.739906857919422,182.20775812002356,2,1.2788983776940028,1228.06331851927
96.7156622915242,100.0,3.284337708475803,151.59552867968551,2,1.247259124045516,497.8909112790162
98.18270944091084,100.0,1.8172905590891588,151.59552867968551,3,1.4285714285714286,275.4931230697223
94.42008584340898,100.0,5.579914156591016,151.59552867968551,2,1.2037571422944886,845.8900365556766
99.66829454375564,100.0,0.3317054562443644,151.59552867968551,3,1.4285714285714286,50.28506400530072
94.12946514492256,100.0,5.870534855077437,151.59552867968551,2,1.3430893579273533,889.9468349879851
92.73653181323266,100.0,7.263468186767341,151.59552867968551,3,1.3313176203136494,1101.1092998210718
98.2471256239268,100.0,1.7528743760731942,151.59552867968551,3,1.4285714285714286,265.72791774988974
92.5009549902188,100.0,7.499045009781199,479.87902729564996,1,1.2879398639402098,3598.6344249400995
98.61882019701102,100.0,1.3811798029889815,479.87902729564996,2,1.258729044602218,662.7992203787499
99.18007384373246,100.0,0.8199261562675417,479.87902729564996,2,1.3056022012349864,393.465366323929
99.90539589885351,100.0,0.0946041011464871,479.87902729564996,3,1.3448284424930712,45.39852403635551
92.2939530747506,100.0,7.706046925249396,84.78577914658474,2,1.4285714285714286,653.3631926974138
93.14946498398103,100.0,6.850535016018966,633.1774737413327,3,1.2897401653384468,4337.60445521943
93.21598364923588,100.0,6.784016350764119,8175.71136057977,2,1.2948509695587045,55464.15954930113
92.30733306039366,100.0,7.69266693960634,84.78577914658474,1,1.0904459002263684,652.2287601896971
96.84273352898504,100.0,3.157266471014964,84.78577914658474,1,0.9155653868364414,267.69129771839175
92.62170116204383,100.0,7.378298837956166,84.78577914658474,2,1.4285714285714286,625.5748157524544
97.85906720960251,100.0,2.1409327903974855,77.02680809803755,3,0.9605180702011425,164.90921919674315
92.80399176959077,100.0,7.196008230409234,84.78577914658474,3,1.1364558294255667,610.1191645604835
90.21376552100342,100.0,9.786234478996576,67.83411705083421,2,1.034176748692026,663.8405751351632
96.25785312536152,100.0,3.742146874638479,67.83411705083421,2,1.198602442240088,253.84522911564
96.14492954805505,100.0,3.855070451944954,67.83411705083421,3,1.4285714285714286,261.50530027644635
92.58938880315428,100.0,7.410611196845721,67.83411705083421,2,1.4285714285714286,502.69226734505526
99.8754627983564,100.0,0.12453720164360504,67.83411705083421,3,1.0906482825439743,8.447871113475648
93.99054417149284,100.0,6.009455828507157,67.83411705083421,2,1.4285714285714286,407.64613008277234
93.15963092115769,100.0,6.840369078842315,67.83411705083421,1,1.2578649702244344,464.0103967650966
94.44664134100046,100.0,5.553358658999542,67.83411705083421,2,1.2566180356890049,376.7071812998386
92.21720251579151,100.0,7.782797484208487,67.83411705083421,2,0.9393942485324368,527.9391955267365
89.98589867786367,100.0,10.014101322136327,67.83411705083421,3,1.2101353318076722,679.2977212447092
98.45225812318894,100.0,1.5477418768110596,467.10916690714043,2,1.2496637854105301,722.964418664508
97.00843769268772,100.0,2.991562307312279,467.10916690714043,2,1.3201768768079067,1397.3861771194413
99.57559794484364,100.0,0.42440205515636364,467.10916690714043,1,1.2688473532869886,198.2420904177673
99.27713617965946,100.0,0.7228638203405353,467.10916690714043,2,1.4285714285714286,337.6563169065803
98.96411007927507,100.0,1.0358899207249266,467.10916690714043,3,0.9604298274952784,483.8736778773242
99.83526154624836,100.0,0.16473845375163876,197.1816089960237,1,1.097139641254185,32.48339337426517
99.82799973344594,100.0,0.17200026655406475,143.2491000666765,2,1.241541560421448,24.638883395098254
98.54808453148765,100.0,1.4519154685123539,143.2491000666765,2,1.3240944895262532,207.98558423728167
94.18616033757417,100.0,5.813839662425835,143.2491000666765,1,1.3066847159979356,832.8272995744512
94.92511821427316,100.0,5.074881785726845,143.2491000666765,2,1.319030875894786,726.9722487501388
91.93509134776704,100.0,8.064908652232958,143.2491000666765,2,1.2073250131798627,1155.2909065523243
95.77409450590685,100.0,4.225905494093155,143.2491000666765,2,1.2626651126211723,605.3571589956683
